run_id,method,model_name,dataset,task_type,rank,alpha,dropout,seed,epoch,step,eval_loss,accuracy,macro_f1,weighted_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,source,implementation,is_final_only,rank_label,method_rank
lora_r16_seed98_1781725859,lora,vinai/phobert-base-v2,data/uit_vion/subset.csv,single_label,16.0,32.0,0.05,98,2.0,2600,0.7050394415855408,0.7892307692307692,0.7881469532461021,0.7881469532461022,1.9409,1339.613,42.249,notebook_cell_7_section_7,custom,False,16,lora / 16
lora_r16_seed98_1781725859,lora,vinai/phobert-base-v2,data/uit_vion/subset.csv,single_label,16.0,32.0,0.05,98,3.0,3900,0.6877774596214294,0.7953846153846154,0.7954390254463127,0.7954390254463127,2.0541,1265.777,39.921,notebook_cell_7_section_7,custom,False,16,lora / 16
lora_r16_seed98_1781725859,lora,vinai/phobert-base-v2,data/uit_vion/subset.csv,single_label,16.0,32.0,0.05,98,4.0,5200,0.6563990116119385,0.803076923076923,0.8019140862036349,0.8019140862036347,1.9045,1365.161,43.055,notebook_cell_7_section_7,custom,False,16,lora / 16
lora_r16_seed98_1781725859,lora,vinai/phobert-base-v2,data/uit_vion/subset.csv,single_label,16.0,32.0,0.05,98,5.0,6500,0.6582993865013123,0.8,0.7992566077078388,0.7992566077078387,1.9976,1301.566,41.049,notebook_cell_7_section_7,custom,False,16,lora / 16
lora_r16_seed99_1781727419,lora,vinai/phobert-base-v2,data/uit_vion/subset.csv,single_label,16.0,32.0,0.05,99,1.0,1300,0.7377784848213196,0.7792307692307693,0.7780325615017664,0.7780325615017663,1.9819,1311.885,41.375,notebook_cell_7_section_12,custom,False,16,lora / 16
lora_r16_seed99_1781727419,lora,vinai/phobert-base-v2,data/uit_vion/subset.csv,single_label,16.0,32.0,0.05,99,2.0,2600,0.713366687297821,0.7857692307692308,0.7854539361096092,0.7854539361096093,2.1247,1223.72,38.594,notebook_cell_7_section_12,custom,False,16,lora / 16
lora_r16_seed99_1781727419,lora,vinai/phobert-base-v2,data/uit_vion/subset.csv,single_label,16.0,32.0,0.05,99,3.0,3900,0.6687178611755371,0.7923076923076923,0.791493537012797,0.7914935370127968,2.1659,1200.417,37.859,notebook_cell_7_section_12,custom,False,16,lora / 16
lora_r16_seed99_1781727419,lora,vinai/phobert-base-v2,data/uit_vion/subset.csv,single_label,16.0,32.0,0.05,99,4.0,5200,0.6627249121665955,0.7996153846153846,0.7985639954933142,0.7985639954933144,2.1143,1229.713,38.783,notebook_cell_7_section_12,custom,False,16,lora / 16
lora_r16_seed99_1781727419,lora,vinai/phobert-base-v2,data/uit_vion/subset.csv,single_label,16.0,32.0,0.05,99,5.0,6500,0.6594383716583252,0.7965384615384615,0.7962647102929382,0.7962647102929381,1.9746,1316.748,41.528,notebook_cell_7_section_12,custom,False,16,lora / 16
official_lora_r16_seed97_1781761339,lora,vinai/phobert-base-v2,data/uit_vion/subset.csv,single_label,16.0,32.0,0.05,97,5.0,6500,,0.8003846153846154,0.8000141511024895,0.8000141511024893,,,,official_final_only,official,True,16,lora / 16
